INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET
I162089071,3207,Property Found,PROPERTY - FOUND,South End,624,N,2016-10-31 09:37:00,2016,10,Monday,9,Part Three,PARK DR
I172090396,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,Roxbury,239,N,2017-10-28 21:00:00,2017,10,Saturday,21,Part One,HAMLET ST
I162072954,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,West Roxbury,563,N,2016-09-07 07:30:00,2016,9,Wednesday,7,Part Three,HARRISON ST
I162006532,3201,Property Lost,PROPERTY - LOST,South Boston,186,N,2016-01-25 08:45:00,2016,1,Monday,8,Part Three,ALLSTATE RD
I172060785,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,463,N,2017-07-26 19:17:00,2017,7,Wednesday,19,Part Three,BLUE HILL AVE
I162089606,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Roxbury,325,N,2016-11-01 23:15:00,2016,11,Tuesday,23,Part Three,HOWARD AVE
I152107190,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Mattapan,427,Y,2015-12-29 08:47:00,2015,12,Tuesday,8,Part One,WILMORE ST
I182020100,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",South End, ,N,2018-03-17 14:43:24,2018,3,Saturday,14,Part Two,HARRISON AVE
I162056615,3201,Property Lost,PROPERTY - LOST,Downtown,101,N,2016-07-14 23:00:00,2016,7,Thursday,23,Part Three,INDIA ST
I162066979,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Jamaica Plain, ,N,2016-08-18 20:06:00,2016,8,Thursday,20,Part Two,Not Specified
I182027530,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Dorchester,355,N,2018-04-13 09:06:00,2018,4,Friday,9,Part Three,ADAMS ST
I162089528,2647,Other,THREATS TO DO BODILY HARM,Roxbury,237,N,2016-11-01 18:14:00,2016,11,Tuesday,18,Part Two,COLUMBIA RD
I172078778,3111,License Violation,LICENSE PREMISE VIOLATION,Downtown,121,N,2017-09-22 00:55:00,2017,9,Friday,0,Part Three,WARRENTON ST
I152050598,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,West Roxbury,941,N,2015-06-18 14:00:00,2015,6,Thursday,14,Part One,BROOKWAY RD
I162096830,611,Larceny,LARCENY PICK-POCKET,South End, ,N,2016-11-27 12:52:00,2016,11,Sunday,12,Part One,Not Specified
I182023249,613,Larceny,LARCENY SHOPLIFTING,South End,168,N,2018-03-28 23:13:21,2018,3,Wednesday,23,Part One,WASHINGTON ST
I162099851,1845,Drug Violation,DRUGS - POSS CLASS D,Mattapan,468,N,2016-12-07 12:39:00,2016,12,Wednesday,12,Part Two,BLUE HILL AVE
I182007254,2405,Disorderly Conduct,DISORDERLY CONDUCT,Mattapan,448,Y,2018-01-28 01:23:00,2018,1,Sunday,1,Part Two,MILLET ST
I162034136,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,Roxbury,327,N,2016-05-02 16:37:00,2016,5,Monday,16,Part Three,WAYLAND ST
I162018159,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,East Boston, ,N,2016-03-08 09:26:00,2016,3,Tuesday,9,Part Three,Not Specified
I162031311,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,Brighton,787,N,2016-04-22 19:23:00,2016,4,Friday,19,Part Three,SUTHERLAND RD
I182013273,3029,Prisoner Related Incidents,PRISONER - SUICIDE / SUICIDE ATTEMPT,Mattapan,465,N,2018-02-19 23:25:00,2018,2,Monday,23,Part Three,BLUE HILL AVE
I162071624,1874,Drug Violation,DRUGS - OTHER,Roxbury,612,N,2016-09-02 19:34:00,2016,9,Friday,19,Part Two,LONGWOOD AVE
I162038870,613,Larceny,LARCENY SHOPLIFTING,South Boston, ,N,2016-05-18 17:28:00,2016,5,Wednesday,17,Part One,Not Specified
I172026319,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,South End, ,N,2017-04-04 22:30:00,2017,4,Tuesday,22,Part Three,HARRISON AVE
I162081217,1402,Vandalism,VANDALISM,South Boston,178,N,2016-09-29 04:30:00,2016,9,Thursday,4,Part Two,MASSACHUSETTS AVE
I162105067,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,311,N,2016-12-25 17:00:00,2016,12,Sunday,17,Part Two,QUINCY ST
I162045611,2647,Other,THREATS TO DO BODILY HARM,Dorchester,355,N,2016-06-09 10:51:00,2016,6,Thursday,10,Part Two,GIBSON ST
I172097918,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,Dorchester,362,N,2017-11-24 19:37:00,2017,11,Friday,19,Part Three,KENWOOD ST
I162048673,3410,Towed,TOWED MOTOR VEHICLE,South Boston,219,N,2016-06-19 15:05:00,2016,6,Sunday,15,Part Three,COLUMBIA RD
I182065024,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Dorchester,345,N,2018-08-14 20:00:00,2018,8,Tuesday,20,Part One,ADAMS ST
I162051061,616,Larceny,LARCENY THEFT OF BICYCLE,Jamaica Plain,649,N,2016-06-27 12:00:00,2016,6,Monday,12,Part One,WOODMAN ST
I172017875,3115,Investigate Person,INVESTIGATE PERSON,West Roxbury,712,N,2017-03-06 13:20:00,2017,3,Monday,13,Part Three,ROCKINGHAM AVE
I162100445,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,357,N,2016-12-09 13:40:00,2016,12,Friday,13,Part Two,TONAWANDA ST
I162058494,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South Boston,216,N,2016-07-22 18:01:00,2016,7,Friday,18,Part Three,D ST
I152062017,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Dorchester,402,N,2015-07-27 12:25:00,2015,7,Monday,12,Part Two,ALBAN ST
I162033270,3207,Property Found,PROPERTY - FOUND,Brighton,794,N,2016-04-29 15:15:00,2016,4,Friday,15,Part Three,GLENVILLE AVE
I182021077,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Hyde Park,524,N,2018-03-14 12:00:00,2018,3,Wednesday,12,Part Three,NEEDHAM RD
I172068921,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Mattapan,430,N,2017-08-21 08:07:00,2017,8,Monday,8,Part Two,BLUE HILL AVE
I152073015,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,Mattapan,465,N,2015-09-02 18:56:00,2015,9,Wednesday,18,Part Two,BLUE HILL AVE
I152104674,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,Dorchester,370,N,2015-12-19 13:15:00,2015,12,Saturday,13,Part Two,WILLIAM T MORRISSEY BLVD
I172004613,2401,Disorderly Conduct,AFFRAY,South End,165,N,2017-01-07 00:00:00,2017,1,Saturday,0,Part Two,HARRISON AVE
I162009496,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,South Boston,177,N,2016-02-04 14:22:00,2016,2,Thursday,14,Part Two,MASSACHUSETTS AVE
I162090599,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Mattapan,464,Y,2016-11-05 01:16:00,2016,11,Saturday,1,Part One,HARVARD ST
I152071756,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South End,619,N,2015-08-29 15:18:00,2015,8,Saturday,15,Part Three,WESTLAND AVE
I172077291,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Downtown,74,N,2017-09-17 00:52:00,2017,9,Sunday,0,Part Three,BULFINCH PL
I172052230,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Mattapan,417,Y,2017-06-29 01:38:00,2017,6,Thursday,1,Part One,STOCKTON ST
I172041476,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,South End,285,N,2017-05-25 22:27:00,2017,5,Thursday,22,Part Two,HAMMOND ST
I182063459,2610,Other,TRESPASSING,Dorchester,435,N,2018-08-10 01:10:00,2018,8,Friday,1,Part Two,WASHINGTON ST
I162037210,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Hyde Park,495,N,2016-05-12 23:15:00,2016,5,Thursday,23,Part Three,ARLINGTON ST
I162057318,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,Roxbury,302,N,2016-07-18 19:49:00,2016,7,Monday,19,Part Two,COLUMBUS AVE
I162047569,3410,Towed,TOWED MOTOR VEHICLE,Mattapan,415,N,2016-06-15 23:21:00,2016,6,Wednesday,23,Part Three,MILTON AVE
I162014195,3125,Warrant Arrests,WARRANT ARREST,Roxbury,581,N,2016-02-22 19:30:00,2016,2,Monday,19,Part Three,CENTRE ST
I162075670,3115,Investigate Person,INVESTIGATE PERSON,Dorchester,249,N,2016-09-15 21:00:00,2016,9,Thursday,21,Part Three,SAXTON ST
I162036695,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South Boston,186,N,2016-05-11 13:30:00,2016,5,Wednesday,13,Part Three,ALLSTATE RD
I152083170,2604,Other,EXTORTION OR BLACKMAIL,Downtown,77,N,2015-10-06 16:26:00,2015,10,Tuesday,16,Part Two,NEW SUDBURY ST
I182005437,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,South Boston,193,N,2018-01-19 21:00:00,2018,1,Friday,21,Part One,JENKINS ST
I172038316,3114,Investigate Property,INVESTIGATE PROPERTY,East Boston,11,N,2017-05-15 00:00:00,2017,5,Monday,0,Part Three,WILLIAM F MCCLELLAN HWY
I152082308,3410,Towed,TOWED MOTOR VEHICLE,South Boston,200,N,2015-10-03 18:30:00,2015,10,Saturday,18,Part Three,W BROADWAY
I152051989,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,602,N,2015-06-23 16:21:00,2015,6,Tuesday,16,Part Two,LONGWOOD AVE
I162056289,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South End,284,N,2016-07-13 14:00:00,2016,7,Wednesday,14,Part Three,COLUMBUS AVE
I162037944,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",Downtown,115,N,2016-05-15 17:15:00,2016,5,Sunday,17,Part Two,BOYLSTON ST
I172050746,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,326,Y,2017-06-24 16:29:00,2017,6,Saturday,16,Part One,FERNBORO ST
I172020973,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,329,N,2017-03-17 18:49:00,2017,3,Friday,18,Part Two,STANWOOD ST
I182030298,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,Brighton,809,N,2018-04-20 21:00:00,2018,4,Friday,21,Part One,ALDIE ST
I162026032,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,Dorchester,357,N,2016-04-03 00:00:00,2016,4,Sunday,0,Part One,GREENBRIER ST
I182013524,3207,Property Found,PROPERTY - FOUND,South End,271,N,2018-02-20 00:00:00,2018,2,Tuesday,0,Part Three,MASSACHUSETTS AVE
I152089391,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,Jamaica Plain,648,N,2015-10-28 13:24:00,2015,10,Wednesday,13,Part One,MCBRIDE ST
I182006556,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,West Roxbury,558,N,2018-01-25 13:48:00,2018,1,Thursday,13,Part Three,CUMMINS HWY
I182016755,3115,Investigate Person,INVESTIGATE PERSON,South End,145,N,2018-03-04 18:09:00,2018,3,Sunday,18,Part Three,SAINT BOTOLPH ST
I182044232,2647,Other,THREATS TO DO BODILY HARM,Downtown,117,N,2018-06-08 00:59:00,2018,6,Friday,0,Part Two,WASHINGTON ST
I162022763,3116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,South Boston,207,N,2016-03-24 04:52:00,2016,3,Thursday,4,Part Three,TERMINAL ST
I172050840,2647,Other,THREATS TO DO BODILY HARM,Mattapan,458,N,2017-06-24 22:04:00,2017,6,Saturday,22,Part Two,GLENWAY ST
I162106020,3301,Verbal Disputes,VERBAL DISPUTE,Roxbury,306,N,2016-12-30 09:01:00,2016,12,Friday,9,Part Three,COBDEN ST
I162048089,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,South End,270,N,2016-06-17 12:20:00,2016,6,Friday,12,Part Three,NORTHAMPTON ST
I162039113,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Hyde Park,539,N,2016-05-19 14:17:00,2016,5,Thursday,14,Part Three,SUNNYSIDE ST
I172069106,2610,Other,TRESPASSING,Jamaica Plain, ,N,2017-08-21 16:29:00,2017,8,Monday,16,Part Two,HEATH ST
I162033360,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,Dorchester,336,N,2016-04-29 20:50:00,2016,4,Friday,20,Part One,HAMILTON ST
I172098236,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Downtown,101,N,2017-11-26 02:10:00,2017,11,Sunday,2,Part One,MILK ST
I182009907,3301,Verbal Disputes,VERBAL DISPUTE,Brighton,939,N,2018-02-06 20:46:00,2018,2,Tuesday,20,Part Three,FANEUIL ST
I172084484,3301,Verbal Disputes,VERBAL DISPUTE,Mattapan,432,N,2017-10-10 11:00:00,2017,10,Tuesday,11,Part Three,WOODROW AVE
I172008001,3410,Towed,TOWED MOTOR VEHICLE,Brighton, ,N,2017-01-29 19:07:04,2017,1,Sunday,19,Part Three,Not Specified
I152075440,2629,Harassment,HARASSMENT,Roxbury,238,N,2015-09-10 15:30:00,2015,9,Thursday,15,Part Two,QUINCEFIELD ST
I152081556,1844,Drug Violation,DRUGS - POSS CLASS C,South Boston,178,N,2015-10-01 09:49:00,2015,10,Thursday,9,Part Two,MASSACHUSETTS AVE
I182025273,3115,Investigate Person,INVESTIGATE PERSON,Brighton,796,N,2018-04-05 09:26:00,2018,4,Thursday,9,Part Three,COMMONWEALTH AVE
I162011468,371,Robbery,ROBBERY - HOME INVASION,Roxbury,289,Y,2016-02-12 10:00:00,2016,2,Friday,10,Part One,SCHROEDER PLZ
I162049930,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,Dorchester,341,N,2016-06-23 16:31:00,2016,6,Thursday,16,Part Two,BOWDOIN ST
I162083696,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",Downtown,117,N,2016-10-12 17:40:00,2016,10,Wednesday,17,Part Two,BOYLSTON ST
I172080563,3114,Investigate Property,INVESTIGATE PROPERTY,Hyde Park,520,N,2017-09-27 07:00:00,2017,9,Wednesday,7,Part Three,HYDE PARK AVE
I152096959,2647,Other,THREATS TO DO BODILY HARM,West Roxbury,713,N,2015-11-22 15:12:00,2015,11,Sunday,15,Part Two,GROVE TER
I182046024,2647,Other,THREATS TO DO BODILY HARM,South End,149,N,2018-06-13 15:00:00,2018,6,Wednesday,15,Part Two,HOLYOKE ST
I162084235,3201,Property Lost,PROPERTY - LOST,Charlestown,105,N,2016-10-14 14:30:00,2016,10,Friday,14,Part Three,SUMMER ST
I162081499,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,Downtown,86,N,2016-10-05 10:19:00,2016,10,Wednesday,10,Part Three,SALEM ST
I162043506,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,Dorchester,817,N,2016-06-02 21:51:00,2016,6,Thursday,21,Part Two,WELLES AVE
I172015983,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,435,N,2017-02-27 14:55:00,2017,2,Monday,14,Part Three,WHITMAN ST
I182070437,3125,Warrant Arrests,WARRANT ARREST,West Roxbury,822,N,2018-09-02 00:28:00,2018,9,Sunday,0,Part Three,RIDGECREST TER
I172013046,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Downtown,113,N,2017-02-17 12:00:00,2017,2,Friday,12,Part Three,ESSEX ST
I172012466,2629,Harassment,HARASSMENT,Roxbury,901,N,2017-02-15 07:41:00,2017,2,Wednesday,7,Part Two,WARD ST
I162056818,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Downtown,108,N,2016-07-17 03:17:00,2016,7,Sunday,3,Part One,PEARL ST
I172085283,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,Dorchester,368,N,2017-10-12 14:00:00,2017,10,Thursday,14,Part Two,THELMA RD
I152078385,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),Dorchester,402,N,2015-09-20 15:05:00,2015,9,Sunday,15,Other,DORCHESTER AVE
I162067832,613,Larceny,LARCENY SHOPLIFTING,Downtown,104,N,2016-08-21 18:40:00,2016,8,Sunday,18,Part One,WASHINGTON ST
I172080166,301,Robbery,ROBBERY - STREET,South End,171,N,2017-09-26 01:30:00,2017,9,Tuesday,1,Part One,BOYLSTON ST
I172082440,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,452,N,2017-10-03 14:39:00,2017,10,Tuesday,14,Part Three,PARK ST
I152076662,3410,Towed,TOWED MOTOR VEHICLE,Dorchester,360,N,2015-09-15 11:16:00,2015,9,Tuesday,11,Part Three,DORCHESTER AVE
I152091433,3301,Verbal Disputes,VERBAL DISPUTE,Jamaica Plain,582,N,2015-11-03 22:11:00,2015,11,Tuesday,22,Part Three,CREIGHTON ST
I172035435,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Roxbury,262,N,2017-05-05 12:07:00,2017,5,Friday,12,Part Three,DENNIS ST
I182034170,1402,Vandalism,VANDALISM,Roxbury,321,N,2018-05-06 05:13:00,2018,5,Sunday,5,Part Two,BLUE HILL AVE
I172099546,613,Larceny,LARCENY SHOPLIFTING,Mattapan,444,N,2017-11-30 17:12:00,2017,11,Thursday,17,Part One,BLUE HILL AVE
I162057104,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Downtown,66,N,2016-07-18 09:22:00,2016,7,Monday,9,Part Two,W CEDAR ST
I172071845,2660,Other,OTHER OFFENSE,South End,133,N,2017-08-30 14:00:00,2017,8,Wednesday,14,Part Two,NEWBURY ST
I162084468,2010,HOME INVASION,HOME INVASION,Brighton,938,N,2016-10-15 12:27:00,2016,10,Saturday,12,Part One,FIDELIS WAY
I172041901,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,South End,168,N,2017-05-26 11:57:00,2017,5,Friday,11,Part One,W BROOKLINE ST
I152081690,2405,Disorderly Conduct,DISORDERLY CONDUCT,Roxbury,612,N,2015-10-01 17:06:00,2015,10,Thursday,17,Part Two,DUDLEY ST
I152075469,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,South Boston,207,N,2015-09-11 10:17:00,2015,9,Friday,10,Part Three,COURTHOUSE WAY
I162049990,2632,Evading Fare,EVADING FARE,Brighton,768,N,2016-06-18 04:35:00,2016,6,Saturday,4,Part Two,GOODENOUGH ST
I172031740,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,527,Y,2017-04-23 22:52:00,2017,4,Sunday,22,Part One,CRESTON ST
I162045234,3125,Warrant Arrests,WARRANT ARREST,Roxbury,329,Y,2016-06-08 00:00:00,2016,6,Wednesday,0,Part Three,WASHINGTON ST
I172100477,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,326,Y,2017-12-03 13:03:00,2017,12,Sunday,13,Part One,BRUNSWICK ST
I182007692,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,435,N,2018-01-29 16:52:00,2018,1,Monday,16,Part Three,TORREY ST
I182042072,2647,Other,THREATS TO DO BODILY HARM,Hyde Park,542,N,2018-05-31 18:39:00,2018,5,Thursday,18,Part Two,BUSINESS ST
I172016027,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,South Boston, ,N,2017-02-27 17:14:00,2017,2,Monday,17,Part Two,Not Specified
I162084533,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,279,Y,2016-10-15 15:58:00,2016,10,Saturday,15,Part One,WINSLOW ST
I162044774,1201,Embezzlement,EMBEZZLEMENT,Jamaica Plain,304,N,2016-06-07 09:29:00,2016,6,Tuesday,9,Part Two,WASHINGTON ST
I152053617,3114,Investigate Property,INVESTIGATE PROPERTY,Roxbury,604,N,2015-06-29 03:16:00,2015,6,Monday,3,Part Three,HUNTINGTON AVE
I162105437,2657,Other,VIOLATION - CITY ORDINANCE,Dorchester,345,N,2016-12-28 01:55:00,2016,12,Wednesday,1,Part Two,HOMES AVE
I182021198,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,584,N,2018-03-21 13:17:00,2018,3,Wednesday,13,Part Two,FISHER AVE
I152062399,3501,Missing Person Reported,MISSING PERSON,Roxbury,281,N,2015-07-28 17:05:00,2015,7,Tuesday,17,Part Three,GREENVILLE ST
I162000366,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,Roxbury,330,N,2016-01-02 01:47:00,2016,1,Saturday,1,Part Two,BLUE HILL AVE
I152053384,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,South End,133,N,2015-06-28 02:30:00,2015,6,Sunday,2,Part Two,CLARENDON ST
I162104858,3114,Investigate Property,INVESTIGATE PROPERTY,Jamaica Plain,653,N,2016-12-25 15:49:00,2016,12,Sunday,15,Part Three,ROCKWOOD TER
I162072433,3115,Investigate Person,INVESTIGATE PERSON,Roxbury,306,N,2016-09-05 17:58:00,2016,9,Monday,17,Part Three,WASHINGTON ST
I172061068,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,South End,597,Y,2017-07-27 16:00:00,2017,7,Thursday,16,Part One,TREMONT ST
I182049492,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,351,N,2018-06-24 20:23:00,2018,6,Sunday,20,Part Two,ADAMS ST
I172033274,1402,Vandalism,VANDALISM,Dorchester,332,Y,2017-04-28 22:27:00,2017,4,Friday,22,Part Two,TRULL ST
I172099244,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,Dorchester,337,N,2017-11-29 17:58:00,2017,11,Wednesday,17,Part Two,COLUMBIA RD
I172079700,3125,Warrant Arrests,WARRANT ARREST,Jamaica Plain,912,N,2017-09-30 19:15:00,2017,9,Saturday,19,Part Three,CENTRE ST
I172096406,423,Aggravated Assault,ASSAULT - AGGRAVATED,Hyde Park,478,Y,2017-11-18 20:05:00,2017,11,Saturday,20,Part One,KENNEBEC ST
I152104048,802,Simple Assault,ASSAULT SIMPLE - BATTERY,South Boston,220,N,2015-12-17 13:11:00,2015,12,Thursday,13,Part Two,G ST
I182054451,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,426,N,2018-07-11 08:30:00,2018,7,Wednesday,8,Part Three,BLUE HILL AVE
I162029771,3001,Medical Assistance,DEATH INVESTIGATION,East Boston,22,N,2016-04-17 12:15:00,2016,4,Sunday,12,Part Three,MARION ST
I152055725,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,438,N,2015-07-06 12:44:00,2015,7,Monday,12,Part Three,TALBOT AVE
I162028849,3114,Investigate Property,INVESTIGATE PROPERTY,Dorchester,257,N,2016-04-14 01:31:00,2016,4,Thursday,1,Part Three,SAWYER AVE
I182032762,2629,Harassment,HARASSMENT,East Boston,26,N,2018-05-01 19:50:00,2018,5,Tuesday,19,Part Two,BORDER ST
I152050036,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,326,Y,2015-06-16 20:41:00,2015,6,Tuesday,20,Part One,LAWRENCE AVE
I162044617,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Roxbury,587,N,2016-06-06 18:43:00,2016,6,Monday,18,Part Three,ALLEGHANY ST
I172047665,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,Roxbury,587,N,2017-06-14 22:31:00,2017,6,Wednesday,22,Part Three,CARMEL ST
I162072392,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Charlestown, ,N,2016-09-05 15:23:00,2016,9,Monday,15,Part Three,Not Specified
I162082173,1415,Vandalism,GRAFFITI,South End,144,N,2016-10-06 08:00:00,2016,10,Thursday,8,Part Two,MASSACHUSETTS AVE
I152083654,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,South End,155,N,2015-10-08 11:31:00,2015,10,Thursday,11,Part Three,MASSACHUSETTS AVE
I172014247,3201,Property Lost,PROPERTY - LOST,South End,171,N,2017-02-21 12:50:00,2017,2,Tuesday,12,Part Three,ALBANY ST
I152080623,381,Robbery,ROBBERY - CAR JACKING,Brighton,776,N,2015-09-27 20:29:00,2015,9,Sunday,20,Part One,UNION ST
I182033944,3111,License Violation,LICENSE PREMISE VIOLATION,South Boston, ,N,2018-04-29 12:48:00,2018,4,Sunday,12,Part Three,DISTRICT AVE
I172006945,613,Larceny,LARCENY SHOPLIFTING,South Boston,186,N,2017-01-26 11:19:00,2017,1,Thursday,11,Part One,ALLSTATE RD
I152084946,3115,Investigate Person,INVESTIGATE PERSON,Roxbury,901,N,2015-10-12 23:02:00,2015,10,Monday,23,Part Three,SAINT ALPHONSUS ST
I182002097,3125,Warrant Arrests,WARRANT ARREST,South End,130,N,2018-01-09 12:02:00,2018,1,Tuesday,12,Part Three,DARTMOUTH ST
I152100208,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Dorchester,369,N,2015-12-04 15:42:00,2015,12,Friday,15,Part Three,HOUGHTON ST
I172003043,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,South End,150,N,2017-01-12 09:56:00,2017,1,Thursday,9,Part One,WARREN AVE
I152087197,616,Larceny,LARCENY THEFT OF BICYCLE,South End,143,N,2015-10-20 18:14:00,2015,10,Tuesday,18,Part One,BOYLSTON ST
I182007514,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,South End,285,N,2018-01-29 02:42:00,2018,1,Monday,2,Part Two,WINDSOR ST
I182003204,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,Mattapan, ,N,2018-01-12 19:35:00,2018,1,Friday,19,Part Three,COUNTRYSIDE DR
I162091621,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,Dorchester,244,N,2016-11-08 14:25:00,2016,11,Tuesday,14,Part Two,DORCHESTER AVE
I182051089,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,South Boston,213,N,2018-06-27 08:00:00,2018,6,Wednesday,8,Part Two,W BROADWAY
I172001038,802,Simple Assault,ASSAULT SIMPLE - BATTERY,South Boston,913,N,2017-01-04 19:56:00,2017,1,Wednesday,19,Part Two,ISLAND VIEW PL
I152059669,3502,Missing Person Located,MISSING PERSON - LOCATED,East Boston,26,N,2015-07-19 12:55:00,2015,7,Sunday,12,Part Three,BORDER ST
